,0
5797,4
5798,52
5799,29
5800,46
5801,32
5802,8
5803,59
5804,84
5805,41
5806,15
5807,89
5808,21
5809,83
5810,15
5811,39
5812,17
5813,63
5814,34
5815,53
5816,44
5817,49
5818,90
5819,4
5820,95
5821,19
5822,82
5823,81
5824,57
5825,40
5826,63
5827,40
5828,47
5829,79
5830,6
5831,11
5832,62
5833,19
5834,69
5835,81
5836,7
5837,100
5838,32
5839,39
5840,63
5841,0
5842,74
5843,63
5844,15
5845,35
5846,23
5847,90
5848,9
5849,43
5850,91
5851,13
5852,28
5853,9
5854,47
5855,21
5856,60
5857,92
5858,100
5859,1
5860,26
5861,59
5862,50
5863,22
5864,91
5865,33
5866,69
5867,97
5868,15
5869,52
5870,25
5871,13
5872,31
5873,0
5874,80
5875,92
5876,58
5877,88
5878,60
5879,99
5880,29
5881,29
5882,26
5883,4
5884,49
5885,23
5886,33
5887,27
5888,22
5889,83
5890,32
5891,75
5892,85
5893,0
5894,81
5895,100
5896,51
5897,27
5898,13
5899,32
5900,68
5901,94
5902,83
5903,10
5904,71
5905,13
5906,85
5907,75
5908,58
5909,40
5910,54
5911,9
5912,92
5913,53
5914,99
5915,50
5916,96
5917,99
5918,49
5919,65
5920,65
5921,73
5922,51
5923,75
5924,39
5925,1
5926,22
5927,65
5928,67
5929,24
5930,60
5931,38
5932,79
5933,3
5934,55
5935,18
5936,20
5937,16
5938,63
5939,53
5940,73
5941,2
5942,85
5943,21
5944,44
5945,81
5946,4
5947,64
5948,44
5949,48
5950,85
5951,61
5952,70
5953,76
5954,78
5955,47
5956,80
5957,72
5958,41
5959,64
5960,78
5961,59
5962,42
5963,12
5964,72
5965,21
5966,39
5967,98
5968,53
5969,41
5970,97
5971,24
5972,71
5973,77
5974,34
5975,23
5976,21
5977,64
5978,58
5979,9
5980,1
5981,17
5982,26
5983,83
5984,86
5985,18
5986,66
5987,56
5988,21
5989,87
5990,86
5991,3
5992,67
5993,82
5994,68
5995,51
5996,69
5997,57
5998,85
5999,2
6000,90
6001,48
6002,47
6003,62
6004,54
6005,75
6006,91
6007,41
6008,75
6009,8
6010,32
6011,7
6012,87
6013,67
6014,77
6015,41
6016,77
6017,87
6018,46
6019,91
6020,100
6021,18
6022,67
6023,47
6024,49
6025,71
6026,96
6027,41
6028,75
6029,92
6030,18
6031,0
6032,61
6033,3
6034,10
6035,61
6036,30
6037,39
6038,53
6039,9
6040,82
6041,22
6042,85
6043,1
6044,37
6045,11
6046,52
6047,44
6048,95
6049,26
6050,23
6051,64
6052,39
6053,43
6054,14
6055,52
6056,19
6057,63
6058,38
6059,39
6060,0
6061,87
6062,62
6063,48
6064,57
6065,57
6066,70
6067,86
6068,57
6069,76
6070,54
6071,30
6072,24
6073,40
6074,8
6075,47
6076,36
6077,72
6078,13
6079,25
6080,78
6081,11
6082,13
6083,96
6084,71
6085,6
6086,62
6087,66
6088,71
6089,62
6090,64
6091,47
6092,50
6093,22
6094,51
6095,58
6096,32
6097,30
6098,60
6099,64
6100,67
6101,26
6102,46
6103,9
6104,2
6105,65
6106,3
6107,76
6108,45
6109,24
6110,9
6111,91
6112,42
6113,50
6114,93
6115,65
6116,33
6117,7
6118,1
6119,1
6120,22
6121,24
6122,30
6123,81
6124,38
6125,97
6126,59
6127,0
6128,46
6129,64
6130,1
6131,45
6132,80
6133,24
6134,12
6135,37
6136,2
6137,63
6138,11
6139,75
6140,41
6141,13
6142,23
6143,51
6144,72
6145,60
6146,35
6147,85
6148,63
6149,67
6150,76
6151,51
6152,15
6153,87
6154,47
6155,28
6156,34
6157,82
6158,22
6159,38
6160,39
6161,12
6162,33
6163,59
6164,61
6165,54
6166,36
6167,5
6168,34
6169,22
6170,24
6171,46
6172,11
6173,10
6174,100
6175,14
6176,57
6177,8
6178,21
6179,7
6180,8
6181,33
6182,33
6183,75
6184,4
6185,93
6186,44
6187,23
6188,82
6189,3
6190,18
6191,79
6192,31
6193,2
6194,10
6195,9
6196,22
6197,81
6198,74
6199,81
6200,25
6201,3
6202,23
6203,39
6204,24
6205,67
6206,26
6207,45
6208,69
6209,75
6210,84
6211,93
6212,93
6213,84
6214,1
6215,82
6216,8
6217,5
6218,16
6219,63
6220,93
6221,11
6222,12
6223,0
6224,23
6225,50
6226,60
6227,2
6228,15
6229,3
6230,12
6231,47
6232,79
6233,46
6234,88
6235,88
6236,10
6237,94
6238,53
6239,56
6240,70
6241,39
6242,59
6243,19
6244,69
6245,14
6246,65
6247,72
6248,74
6249,98
6250,62
6251,92
6252,23
6253,8
6254,35
6255,88
6256,71
6257,56
6258,54
6259,86
6260,29
6261,30
6262,89
6263,48
6264,64
6265,24
6266,16
6267,77
6268,64
6269,75
6270,68
6271,69
6272,9
6273,65
6274,82
6275,92
6276,79
6277,33
6278,79
6279,88
6280,45
6281,46
6282,18
6283,95
6284,7
6285,51
6286,48
6287,97
6288,52
6289,53
6290,40
6291,2
6292,93
6293,13
6294,76
6295,19
6296,23
6297,60
6298,34
6299,48
6300,62
6301,57
6302,30
6303,64
6304,6
6305,36
6306,59
6307,17
6308,46
6309,39
6310,22
6311,23
6312,82
6313,87
6314,13
6315,7
6316,29
6317,78
6318,62
6319,4
6320,67
6321,68
6322,32
6323,100
6324,79
6325,26
6326,7
6327,29
6328,99
6329,82
6330,49
6331,73
6332,54
6333,3
6334,56
6335,88
6336,41
6337,43
6338,11
6339,57
6340,42
6341,21
6342,63
6343,85
6344,14
6345,67
6346,64
6347,82
6348,74
6349,79
6350,49
6351,81
6352,79
6353,93
6354,49
6355,88
6356,2
6357,83
6358,10
6359,47
6360,98
6361,48
6362,25
6363,44
6364,84
6365,77
6366,0
6367,64
6368,2
6369,43
6370,70
6371,62
6372,99
6373,28
6374,81
6375,95
6376,0
6377,2
6378,33
6379,14
6380,19
6381,12
6382,99
6383,57
6384,99
6385,55
6386,50
6387,37
6388,38
6389,38
6390,1
6391,73
6392,1
6393,1
6394,39
6395,45
6396,29
6397,58
6398,38
6399,41
6400,17
6401,22
6402,2
6403,98
6404,76
6405,61
6406,99
6407,31
6408,53
6409,66
6410,3
6411,30
6412,16
6413,33
6414,88
6415,72
6416,18
6417,76
6418,95
6419,51
6420,88
6421,64
6422,81
6423,52
6424,93
6425,17
6426,73
6427,65
6428,97
6429,0
6430,38
6431,83
6432,100
6433,54
6434,67
6435,20
6436,43
6437,61
6438,53
6439,13
6440,85
6441,70
6442,93
6443,26
6444,17
6445,34
6446,4
6447,43
6448,34
6449,32
6450,24
6451,28
6452,68
6453,28
6454,90
6455,19
6456,75
6457,35
6458,77
6459,82
6460,47
6461,89
6462,95
6463,83
6464,32
6465,59
6466,49
6467,78
6468,17
6469,14
6470,27
6471,70
6472,50
6473,9
6474,61
6475,28
6476,46
6477,31
6478,12
6479,29
6480,47
6481,51
6482,86
6483,17
6484,21
6485,22
6486,87
6487,89
6488,89
6489,16
6490,82
6491,96
6492,23
6493,100
6494,82
6495,81
6496,57
6497,2
6498,30
6499,73
6500,1
6501,41
6502,78
6503,72
6504,1
6505,89
6506,21
6507,16
6508,90
6509,48
6510,53
6511,56
6512,18
6513,25
6514,65
6515,25
6516,91
6517,92
6518,56
6519,93
6520,42
6521,82
6522,18
6523,63
6524,71
6525,25
6526,50
6527,26
6528,48
6529,90
6530,23
6531,26
6532,29
6533,66
6534,64
6535,97
6536,18
6537,52
6538,8
6539,79
6540,54
6541,94
6542,65
6543,40
6544,27
6545,68
6546,57
6547,70
6548,11
6549,6
6550,51
6551,31
6552,7
6553,31
6554,39
6555,31
6556,16
6557,98
6558,1
6559,70
6560,24
6561,71
6562,34
6563,93
6564,65
6565,37
6566,17
6567,64
6568,8
6569,9
6570,57
6571,81
6572,12
6573,53
6574,25
6575,61
6576,41
6577,26
6578,62
6579,89
6580,64
6581,99
6582,10
6583,87
6584,77
6585,3
6586,15
6587,33
6588,96
6589,33
6590,38
6591,40
6592,95
6593,94
6594,16
6595,2
6596,33
6597,10
6598,46
6599,8
6600,22
6601,14
6602,12
6603,58
6604,20
6605,74
6606,26
6607,54
6608,19
6609,82
6610,7
6611,60
6612,79
6613,91
6614,10
6615,55
6616,96
6617,69
6618,30
6619,12
6620,22
6621,27
6622,64
6623,69
6624,72
6625,16
6626,6
6627,89
6628,53
6629,20
6630,80
6631,63
6632,8
6633,89
6634,31
6635,19
6636,79
6637,94
6638,16
6639,77
6640,6
6641,36
6642,3
6643,26
6644,12
6645,48
6646,69
6647,57
6648,28
6649,18
6650,63
6651,68
6652,82
6653,45
6654,11
6655,1
6656,40
6657,5
6658,68
6659,39
6660,100
6661,3
6662,85
6663,21
6664,23
6665,60
6666,54
6667,49
6668,69
6669,58
6670,79
6671,38
6672,3
6673,90
6674,16
6675,96
6676,51
6677,80
6678,54
6679,79
6680,98
6681,44
6682,75
6683,100
6684,82
6685,100
6686,78
6687,75
6688,88
6689,46
6690,72
6691,2
6692,2
6693,95
6694,49
6695,81
6696,68
6697,3
6698,19
6699,82
6700,88
6701,91
6702,32
6703,67
6704,70
6705,15
6706,44
6707,38
6708,84
6709,95
6710,31
6711,75
6712,71
6713,99
6714,35
6715,51
6716,37
6717,67
6718,68
6719,5
6720,10
6721,13
6722,47
6723,18
6724,71
6725,85
6726,13
6727,25
6728,5
6729,51
6730,55
6731,86
6732,100
6733,54
6734,17
6735,23
6736,64
6737,48
6738,56
6739,12
6740,24
6741,0
6742,95
6743,5
6744,18
6745,20
6746,8
6747,27
6748,61
6749,1
6750,87
6751,55
6752,26
6753,34
6754,88
6755,88
6756,66
6757,22
6758,20
6759,98
6760,60
6761,0
6762,18
6763,69
6764,82
6765,5
6766,93
6767,83
6768,32
6769,24
6770,73
6771,68
6772,87
6773,93
6774,32
6775,51
6776,45
6777,14
6778,68
6779,17
6780,82
6781,72
6782,36
6783,80
6784,82
6785,26
6786,88
6787,64
6788,95
6789,23
6790,77
6791,34
6792,57
6793,45
6794,66
6795,14
6796,82
6797,85
6798,32
6799,80
6800,26
6801,44
6802,99
6803,33
6804,58
6805,49
6806,40
6807,36
6808,28
6809,75
6810,2
6811,48
6812,23
6813,76
6814,18
6815,18
6816,22
6817,71
6818,72
6819,93
6820,18
6821,70
6822,22
6823,16
6824,91
6825,14
6826,28
6827,50
6828,77
6829,12
6830,46
6831,93
6832,56
6833,25
6834,3
6835,91
6836,80
6837,42
6838,48
6839,37
6840,65
6841,16
6842,51
6843,23
6844,23
6845,3
6846,25
6847,72
6848,90
6849,36
6850,46
6851,99
6852,2
6853,56
6854,63
6855,13
6856,1
6857,0
6858,4
6859,87
6860,96
6861,74
6862,82
6863,79
6864,38
6865,81
6866,41
6867,13
6868,64
6869,4
6870,54
6871,65
6872,1
6873,86
6874,83
6875,58
6876,15
6877,91
6878,69
6879,30
6880,59
6881,40
6882,69
6883,90
6884,65
6885,44
6886,71
6887,58
6888,30
6889,81
6890,68
6891,91
6892,88
6893,62
6894,84
6895,39
6896,77
6897,56
6898,27
6899,90
6900,3
6901,2
6902,72
6903,68
6904,11
6905,81
6906,29
6907,28
6908,97
6909,97
6910,27
6911,98
6912,64
6913,42
6914,97
6915,91
6916,58
6917,94
6918,16
6919,35
6920,22
6921,99
6922,99
6923,15
6924,37
6925,27
6926,17
6927,31
6928,60
6929,42
6930,25
6931,21
6932,54
6933,95
6934,80
6935,42
6936,60
6937,26
6938,20
6939,38
6940,27
6941,45
6942,67
6943,55
6944,30
6945,69
6946,87
6947,44
6948,1
6949,7
6950,34
6951,40
6952,20
6953,66
6954,19
6955,67
6956,73
6957,85
6958,2
6959,31
6960,67
6961,10
6962,82
6963,6
6964,66
6965,56
6966,70
6967,58
6968,23
6969,26
6970,57
6971,64
6972,97
6973,14
6974,78
6975,13
6976,72
6977,19
6978,36
6979,28
6980,97
6981,2
6982,56
6983,7
6984,23
6985,58
6986,54
6987,60
6988,85
6989,15
6990,38
6991,83
6992,65
6993,99
6994,75
6995,23
6996,29
6997,76
6998,33
6999,67
7000,41
7001,49
7002,29
7003,82
7004,69
7005,4
7006,11
7007,44
7008,37
7009,100
7010,66
7011,87
7012,80
7013,72
7014,52
7015,82
7016,18
7017,16
7018,7
7019,78
7020,8
7021,52
7022,6
7023,75
7024,56
7025,84
7026,23
7027,46
7028,24
7029,92
7030,93
7031,1
7032,85
7033,85
7034,67
7035,52
7036,29
7037,47
7038,52
7039,40
7040,51
7041,37
7042,96
7043,63
7044,69
7045,26
7046,22
7047,74
7048,91
7049,65
7050,97
7051,90
7052,15
7053,18
7054,3
7055,18
7056,85
7057,30
7058,4
7059,50
7060,78
7061,68
7062,30
7063,90
7064,9
7065,55
7066,16
7067,24
7068,81
7069,16
7070,33
7071,77
7072,49
7073,72
7074,69
7075,69
7076,46
7077,23
7078,10
7079,67
7080,18
7081,65
7082,8
7083,43
7084,32
7085,13
7086,36
7087,96
7088,99
7089,21
7090,60
7091,13
7092,20
7093,0
7094,81
7095,96
7096,20
7097,62
7098,15
7099,65
7100,49
7101,65
7102,74
7103,25
7104,49
7105,63
7106,24
7107,92
7108,98
7109,92
7110,66
7111,93
7112,45
7113,98
7114,55
7115,73
7116,17
7117,99
7118,0
7119,26
7120,5
7121,98
7122,38
7123,52
7124,91
7125,48
7126,100
7127,80
7128,24
7129,0
7130,18
7131,63
7132,39
7133,10
7134,76
7135,28
7136,45
7137,22
7138,71
7139,81
7140,4
7141,81
7142,72
7143,3
7144,32
7145,4
7146,37
7147,93
7148,57
7149,86
7150,62
7151,22
7152,36
7153,82
7154,36
7155,57
7156,74
7157,83
7158,87
7159,1
7160,34
7161,60
7162,88
7163,94
7164,25
7165,33
7166,11
7167,71
7168,6
7169,84
7170,61
7171,25
7172,74
7173,5
7174,30
7175,72
7176,72
7177,70
7178,4
7179,21
7180,74
7181,44
7182,52
7183,89
7184,44
7185,38
7186,86
7187,76
7188,4
7189,63
7190,15
7191,57
7192,43
7193,57
7194,32
7195,49
7196,72
7197,71
7198,40
7199,1
7200,53
7201,8
7202,94
7203,13
7204,59
7205,15
7206,69
7207,27
7208,92
7209,35
7210,46
7211,47
7212,5
7213,72
7214,84
7215,13
7216,61
7217,7
7218,49
7219,7
7220,77
7221,15
7222,37
7223,89
7224,34
7225,63
7226,79
7227,35
7228,82
7229,53
7230,61
7231,90
7232,42
7233,23
7234,44
7235,79
7236,83
7237,58
7238,66
7239,20
7240,79
7241,47
7242,93
7243,92
7244,56
7245,70
7246,80
7247,65
7248,38
7249,12
7250,75
7251,36
7252,72
7253,71
7254,67
7255,41
7256,3
7257,98
7258,74
7259,15
7260,35
7261,82
7262,9
7263,50
7264,46
7265,42
7266,10
7267,7
7268,39
7269,71
7270,18
7271,40
7272,68
7273,83
7274,17
7275,5
7276,86
7277,15
7278,37
7279,65
7280,34
7281,97
7282,79
7283,18
7284,37
7285,2
7286,36
7287,70
7288,24
7289,76
7290,5
7291,30
7292,18
7293,95
7294,60
7295,80
7296,85
7297,57
7298,23
7299,88
7300,10
7301,73
7302,79
7303,21
7304,13
7305,78
7306,30
7307,62
7308,70
7309,34
7310,97
7311,76
7312,42
7313,59
7314,36
7315,87
7316,37
7317,6
7318,77
7319,83
7320,79
7321,24
7322,40
7323,19
7324,17
7325,2
7326,63
7327,6
7328,59
7329,10
7330,99
7331,26
7332,8
7333,13
7334,99
7335,28
7336,86
7337,55
7338,62
7339,64
7340,44
7341,19
7342,17
7343,44
7344,43
7345,33
7346,64
7347,68
7348,60
7349,30
7350,73
7351,14
7352,63
7353,66
7354,90
7355,23
7356,13
7357,98
7358,46
7359,76
7360,83
7361,66
7362,60
7363,20
7364,59
7365,8
7366,61
7367,93
7368,30
7369,25
7370,64
7371,21
7372,24
7373,96
7374,13
7375,63
7376,42
7377,38
7378,48
7379,20
7380,23
7381,30
7382,50
7383,1
7384,99
7385,49
7386,26
7387,30
7388,58
7389,7
7390,57
7391,14
7392,95
7393,53
7394,67
7395,50
7396,85
7397,66
7398,62
7399,48
7400,82
7401,15
7402,90
7403,4
7404,39
7405,18
7406,15
7407,46
7408,40
7409,93
7410,30
7411,56
7412,55
7413,18
7414,55
7415,98
7416,73
7417,29
7418,10
7419,6
7420,17
7421,39
7422,57
7423,53
7424,41
7425,4
7426,17
7427,83
7428,50
7429,84
7430,92
7431,82
7432,8
7433,0
7434,26
7435,40
7436,59
7437,51
7438,38
7439,54
7440,82
7441,61
7442,26
7443,44
7444,73
7445,15
7446,17
7447,42
7448,63
7449,91
7450,42
7451,94
7452,45
7453,88
7454,19
7455,81
7456,59
7457,81
7458,88
7459,1
7460,33
7461,33
7462,17
7463,92
7464,81
7465,16
7466,13
7467,19
7468,52
7469,5
7470,99
7471,22
7472,57
7473,48
7474,58
7475,16
7476,36
7477,77
7478,30
7479,8
7480,2
7481,8
7482,64
7483,22
7484,57
7485,65
7486,30
7487,58
7488,79
7489,79
7490,15
7491,53
7492,3
7493,98
7494,87
7495,59
7496,14
7497,83
7498,50
7499,60
7500,47
7501,36
7502,92
7503,28
7504,62
7505,78
7506,100
7507,58
7508,23
7509,33
7510,100
7511,99
7512,9
7513,77
7514,91
7515,76
7516,100
7517,77
7518,2
7519,18
7520,87
7521,11
7522,34
7523,30
7524,42
7525,4
7526,36
7527,16
7528,96
7529,24
7530,20
7531,2
7532,35
7533,45
7534,51
7535,11
7536,28
7537,86
7538,12
7539,11
7540,53
7541,56
7542,63
7543,9
7544,47
7545,27
7546,20
7547,11
7548,19
7549,97
7550,58
7551,91
7552,16
7553,79
7554,69
7555,16
7556,13
7557,46
7558,75
7559,32
7560,39
7561,47
7562,80
7563,40
7564,36
7565,1
7566,53
7567,69
7568,11
7569,2
7570,91
7571,46
7572,31
7573,26
7574,25
7575,62
7576,85
7577,75
7578,71
7579,57
7580,59
7581,97
7582,49
7583,44
7584,2
7585,52
7586,67
7587,31
7588,87
7589,23
7590,7
7591,40
7592,27
7593,57
7594,78
7595,90
7596,38
7597,64
7598,35
7599,39
7600,11
7601,89
7602,74
7603,91
7604,70
7605,18
7606,19
7607,42
7608,80
7609,61
7610,83
7611,51
7612,14
7613,74
7614,46
7615,44
7616,37
7617,38
7618,88
7619,55
7620,3
7621,36
7622,25
7623,4
7624,83
7625,11
7626,56
7627,39
7628,37
7629,86
7630,13
7631,81
7632,80
7633,92
7634,38
7635,16
7636,94
7637,4
7638,36
7639,1
7640,10
7641,67
7642,48
7643,64
7644,6
7645,5
7646,39
7647,24
7648,30
7649,52
7650,22
7651,59
7652,56
7653,80
7654,29
7655,88
7656,24
7657,61
7658,87
7659,29
7660,84
7661,47
7662,65
7663,19
7664,8
7665,3
7666,36
7667,28
7668,26
7669,50
7670,81
7671,89
7672,94
7673,61
7674,3
7675,44
7676,31
7677,12
7678,61
7679,38
7680,48
7681,1
7682,32
7683,56
7684,44
7685,17
7686,80
7687,63
7688,83
7689,58
7690,50
7691,96
7692,80
7693,80
7694,67
7695,49
7696,28
7697,8
7698,63
7699,1
7700,80
7701,67
7702,81
7703,96
7704,22
7705,87
7706,87
7707,84
7708,84
7709,97
7710,5
7711,86
7712,82
7713,79
7714,50
7715,84
7716,17
7717,94
7718,16
7719,53
7720,86
7721,20
7722,68
7723,92
7724,65
7725,46
7726,69
7727,95
7728,93
7729,67
7730,20
7731,29
7732,83
7733,60
7734,74
7735,77
7736,83
7737,13
7738,31
7739,72
7740,80
7741,7
7742,47
7743,10
7744,31
7745,50
7746,92
7747,45
7748,47
7749,50
7750,77
7751,8
7752,28
7753,8
7754,28
7755,57
7756,72
7757,48
7758,70
7759,59
7760,61
7761,64
7762,10
7763,96
7764,5
7765,68
7766,29
7767,48
7768,100
7769,55
7770,38
7771,52
7772,99
7773,73
7774,28
7775,7
7776,15
7777,41
7778,58
7779,67
7780,6
7781,7
7782,78
7783,19
7784,56
7785,34
7786,68
7787,57
7788,66
7789,57
7790,57
7791,8
7792,21
7793,14
7794,67
7795,65
7796,51
7797,99
7798,28
7799,86
7800,26
7801,11
7802,44
7803,33
7804,5
7805,51
7806,17
7807,90
7808,22
7809,36
7810,8
7811,40
7812,5
7813,36
7814,45
7815,47
7816,23
7817,10
7818,11
7819,3
7820,39
7821,76
7822,76
7823,59
7824,70
7825,78
7826,44
7827,24
7828,14
7829,91
7830,81
7831,71
7832,52
7833,12
7834,48
7835,32
7836,80
7837,66
7838,91
7839,84
7840,90
7841,31
7842,56
7843,52
7844,5
7845,94
7846,94
7847,17
7848,54
7849,30
7850,75
7851,54
7852,57
7853,51
7854,38
7855,76
7856,65
7857,87
7858,93
7859,65
7860,73
7861,44
7862,18
7863,43
7864,47
7865,94
7866,48
7867,37
7868,62
7869,50
7870,81
7871,44
7872,40
7873,23
7874,32
7875,42
7876,48
7877,66
7878,47
7879,86
7880,92
7881,84
7882,94
7883,91
7884,44
7885,100
7886,9
7887,25
7888,68
7889,82
7890,15
7891,47
7892,58
7893,47
7894,77
7895,10
7896,58
7897,88
7898,8
7899,98
7900,70
7901,90
7902,33
7903,74
7904,14
7905,8
7906,13
7907,26
7908,65
7909,97
7910,48
7911,2
7912,74
7913,60
7914,57
7915,90
7916,99
7917,27
7918,96
7919,42
7920,14
7921,60
7922,58
7923,60
7924,87
7925,3
7926,98
7927,13
7928,76
7929,48
7930,43
7931,23
7932,88
7933,55
7934,44
7935,25
7936,74
7937,89
7938,33
7939,1
7940,17
7941,94
7942,90
7943,89
7944,35
7945,30
7946,58
7947,90
7948,72
7949,72
7950,42
7951,76
7952,19
7953,20
7954,41
7955,4
7956,22
7957,69
7958,53
7959,56
7960,38
7961,39
7962,63
7963,6
7964,66
7965,12
7966,79
7967,70
7968,39
7969,63
7970,27
7971,74
7972,12
7973,15
7974,67
7975,67
7976,72
7977,59
7978,30
7979,56
7980,16
7981,8
7982,54
7983,21
7984,78
7985,45
7986,28
7987,83
7988,14
7989,56
7990,66
7991,50
7992,49
7993,38
7994,5
7995,0
7996,23
7997,86
7998,74
7999,76
8000,82
8001,42
8002,19
8003,47
8004,54
8005,51
8006,74
8007,43
8008,93
8009,42
8010,15
8011,3
8012,34
8013,6
8014,0
8015,38
8016,91
8017,49
8018,54
8019,16
8020,42
8021,4
8022,58
8023,86
8024,16
8025,42
8026,21
8027,57
8028,98
8029,16
8030,29
8031,50
8032,1
8033,57
8034,84
8035,99
8036,76
8037,98
8038,65
8039,63
8040,43
8041,27
8042,51
8043,24
8044,46
8045,96
8046,76
8047,67
8048,18
8049,77
8050,67
8051,61
8052,21
8053,52
8054,74
8055,66
8056,97
8057,54
8058,30
8059,40
8060,100
8061,61
8062,9
8063,61
8064,82
8065,13
8066,93
8067,70
8068,21
8069,19
8070,43
8071,27
8072,37
8073,2
8074,87
8075,62
8076,60
8077,68
8078,67
8079,76
8080,79
8081,64
8082,17
8083,80
8084,85
8085,17
8086,46
8087,53
8088,10
8089,91
8090,88
8091,29
8092,9
8093,33
8094,8
8095,11
8096,69
8097,1
8098,96
8099,85
8100,64
8101,35
8102,73
8103,38
8104,29
8105,4
8106,97
8107,69
8108,25
8109,3
8110,29
8111,73
8112,33
8113,18
8114,49
8115,37
8116,27
8117,82
8118,20
8119,19
8120,60
8121,60
8122,42
8123,6
8124,38
8125,37
8126,40
8127,37
8128,59
8129,29
8130,35
8131,73
8132,16
8133,54
8134,20
8135,94
8136,35
8137,91
8138,91
8139,19
8140,6
8141,74
8142,96
8143,69
8144,36
8145,80
8146,50
8147,28
8148,45
8149,40
8150,66
8151,20
8152,79
8153,97
8154,31
8155,94
8156,90
8157,83
8158,8
8159,99
8160,12
8161,70
8162,89
8163,58
8164,83
8165,52
8166,8
8167,31
8168,6
8169,5
8170,65
8171,8
8172,83
8173,31
8174,47
8175,9
8176,93
8177,31
8178,70
8179,27
8180,99
8181,75
8182,95
8183,36
8184,41
8185,48
8186,0
8187,11
8188,26
8189,43
8190,10
8191,56
8192,89
8193,48
8194,79
8195,10
8196,37
8197,91
8198,83
8199,58
8200,48
8201,41
8202,74
8203,87
8204,90
8205,90
8206,54
8207,38
8208,97
8209,70
8210,47
8211,53
8212,92
8213,60
8214,0
8215,85
8216,32
8217,75
8218,73
8219,51
8220,64
8221,17
8222,52
8223,75
8224,42
8225,99
8226,20
8227,12
8228,98
8229,45
8230,29
8231,51
8232,50
8233,28
8234,53
8235,79
8236,77
8237,62
8238,10
8239,26
8240,29
8241,37
8242,29
8243,51
8244,67
8245,78
8246,9
8247,58
8248,30
8249,35
8250,84
8251,3
8252,49
8253,6
8254,82
8255,86
8256,59
8257,29
8258,39
8259,25
8260,3
8261,31
8262,51
8263,68
8264,9
8265,90
8266,91
8267,2
8268,64
8269,19
8270,66
8271,38
8272,99
8273,23
8274,15
8275,89
8276,48
8277,53
8278,64
8279,1
8280,1
8281,88
8282,48
8283,21
8284,81
8285,81
8286,49
8287,50
8288,2
8289,70
8290,12
8291,74
8292,80
8293,77
8294,37
8295,89
8296,2
8297,39
8298,6
8299,41
8300,9
8301,45
8302,46
8303,35
8304,63
8305,77
8306,85
8307,93
8308,89
8309,42
8310,28
8311,90
8312,32
8313,26
8314,37
8315,16
8316,46
8317,96
8318,48
8319,22
8320,6
8321,80
8322,25
8323,64
8324,37
8325,54
8326,25
8327,13
8328,55
8329,69
8330,93
8331,65
8332,65
8333,30
8334,67
8335,53
8336,48
8337,78
8338,77
8339,68
8340,79
8341,53
8342,88
8343,15
8344,33
8345,88
8346,8
8347,29
8348,49
8349,69
8350,84
8351,60
8352,49
8353,12
8354,66
8355,69
8356,8
8357,6
8358,66
8359,42
8360,69
8361,48
8362,48
8363,91
8364,100
8365,65
8366,96
8367,39
8368,60
8369,40
8370,24
8371,27
8372,2
8373,87
8374,21
8375,98
8376,34
8377,19
8378,60
8379,83
8380,56
8381,65
8382,0
8383,63
8384,97
8385,59
8386,13
8387,2
8388,97
8389,36
8390,13
8391,38
8392,95
8393,67
8394,95
8395,63
8396,90
8397,25
8398,42
8399,42
8400,56
8401,17
8402,27
8403,34
8404,88
8405,67
8406,54
8407,9
8408,46
8409,70
8410,78
8411,82
8412,57
8413,54
8414,51
8415,58
8416,100
8417,73
8418,1
8419,29
8420,16
8421,18
8422,3
8423,32
8424,82
8425,85
8426,63
8427,36
8428,49
8429,99
8430,69
8431,46
8432,13
8433,47
8434,22
8435,5
8436,85
8437,85
8438,64
8439,48
8440,86
8441,42
8442,93
8443,93
8444,64
8445,61
8446,64
8447,43
8448,14
8449,12
8450,73
8451,76
8452,18
8453,30
8454,68
8455,68
8456,55
8457,43
8458,80
8459,3
8460,41
8461,73
8462,5
8463,21
8464,65
8465,99
8466,38
8467,82
8468,84
8469,84
8470,9
8471,60
8472,46
8473,95
8474,87
8475,11
8476,0
8477,40
8478,56
8479,33
8480,82
8481,20
8482,28
8483,16
8484,20
8485,14
8486,40
8487,10
8488,70
8489,92
8490,44
8491,54
8492,84
8493,79
8494,36
8495,57
8496,8
8497,64
8498,33
8499,5
8500,42
8501,75
8502,71
8503,77
8504,11
8505,78
8506,41
8507,52
8508,83
8509,22
8510,67
8511,33
8512,50
8513,7
8514,34
8515,14
8516,66
8517,26
8518,36
8519,0
8520,9
8521,99
8522,47
8523,47
8524,26
8525,38
8526,82
8527,60
8528,16
8529,29
8530,8
8531,53
8532,41
8533,70
8534,42
8535,62
8536,4
8537,73
8538,24
8539,76
8540,90
8541,63
8542,34
8543,45
8544,97
8545,77
8546,33
8547,60
8548,34
8549,98
8550,84
8551,59
8552,98
8553,9
8554,71
8555,94
8556,89
8557,66
8558,74
8559,79
8560,14
8561,38
8562,34
8563,65
8564,34
8565,100
8566,61
8567,79
8568,1
8569,28
8570,16
8571,9
8572,44
8573,60
8574,16
8575,7
8576,91
8577,23
8578,26
8579,93
8580,29
8581,53
8582,16
8583,16
8584,12
8585,86
8586,72
8587,22
8588,28
8589,23
8590,61
8591,36
8592,48
8593,70
8594,14
8595,65
